id;nazwa;zadania;wykluczenie
5630; Beverage serving activities;"This class predominantly includes serving beverages for immediate consumption on the premises. The activity can include the provision of e.g. live music and dance activities.This class includes activities of:  bars;cocktail lounges;pubs;coffee houses;tea rooms;fruit juice bars;mobile beverage vendors; This class also includes:  bar activities on board of transport, e.g. train or ship, when carried out by separate units";"This class excludes:  reselling packaged/prepared beverages, see division 47;retail sale of beverages through vending machines, see 47.2;provision of beverage preparation and supply based on contractual arrangements with the customer, for a fixed term, see 56.22;operation of concert halls and music venues, see 90.31;operation of dance floors where beverage serving is not the main activity, see 93.29"
3240; Manufacture of games and toys;"This class includes the manufacture of dolls, toys and games (including electronic games), scale models and children's vehicles (except metal bicycles and tricycles).This class includes:  manufacture of dolls and doll garments, parts and accessories;manufacture of action figures;manufacture of toy animals;manufacture of wheeled toys designed to be ridden, including plastic bicycles and tricycles;manufacture of toy musical instruments;manufacture of playing cards;manufacture of games and toys of paper or paperboard;manufacture of board games and similar games;manufacture of electronic board games;manufacture of reduced-size (scale) models and similar recreational models, electrical trains, construction sets etc.;manufacture of gaming and gambling machines;manufacture of billiards and special tables for casino games etc.;manufacture of articles for funfair, table or parlour games;manufacture of puzzles and similar articles;manufacture of drones for recreational purposes; This class also includes:  manufacture of fabric toys";"This class excludes:  manufacture of video game consoles, see 26.40;manufacture of drones for civilian purposes, see 30.31;manufacture of bicycles, see 30.92;manufacture of articles for jokes and novelties, see 32.99;writing and publishing of software for video game consoles, see 58.21, 62.10"
5320; Other postal and courier activities;"This class includes:  pickup, sorting, transport and delivery (domestic or international) of letter-post and (mail-type) parcels and packages by firms operating outside the scope of a universal service obligation. One or more modes of transport may be involved and the activity may be carried out with either self-owned (private) transport or via public transport.; This class also includes:  home delivery services, including food";"This class excludes:  transport of freight, see (according to mode of transport) 49.20, 49.41, 50.20, 50.40, 51.21, 51.22;delivery of furniture, can include unpacking or installation, see 49.41;home delivery of prepared meals if performed by the same unit, which prepares the meals, see division 56"
5510; Hotels and similar accommodation;"This class includes the provision of accommodation, typically on a daily or weekly basis, for short-term stays. This includes the provision of furnished accommodation in hotels rooms and suites. Services offered include daily cleaning and bed-making. A range of additional services may be provided, e.g. food and beverage services, laundry services, recreational facilities as well as conference and convention facilities. These activities are generally characterised by the provision of on-the-spot customer service.This class includes accommodation provided by e.g.:  hotels;resort hotels;suite/apartment hotels";"This class excludes:  accommodation with no on-the-spot customer service, see 55.20;intermediation service activities for accommodation, see 55.40"
5330; Intermediation service activities for postal and courier activities;"This class includes the intermediation of postal and courier activities, by bringing clients and service providers together for a fee or commission, without the intermediary providing the postal and courier services that are intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the client or the provider of postal and courier service. Revenue for the intermediation activities can include other sources of income, e.g. revenues from sale of advertising space.This class includes:  any intermediation service undertaken by third parties to the postal service provider access point/s and offered to business and domestic clients;operation of online platforms to allow people to book a food delivery";"This class excludes:  food delivery services, see 53.20;operation of online platforms for home delivery of prepared meals if performed by the same unit, which prepares the meals, see 56.40;monetary intermediation services, e.g. payment of fees through the post office, see 64.19"
5040; Inland freight water transport;"This class includes:  transportation of freight via rivers, canals, lakes and other inland waterways, including inside harbours and ports;transportation of freight on inland waterways, involving vessels that are not suitable for sea transport; This class also includes:  rental of vessels with crew for inland freight water transport";"This class excludes:  cargo handling, see 52.24;rental of commercial ships or boats without crew, see 77.34"
5030; Inland passenger water transport;"This class includes:  transportation of passengers via rivers, canals, lakes and other inland waterways, including inside harbours and ports; This class also includes:  rental of pleasure boats with crew for inland water transport;operation of sightseeing boats and excursions on inland waterways;inland ferry transport of passengers with or without vehicle";"This class excludes:  restaurant and bar activities on board ships, when provided by separate units, see 56.11, 56.30;rental of pleasure boats and yachts without crew, see 77.21;operation of floating casinos not transporting passengers, see 92.00"
9491; Activities of religious organisations;"This class includes:  activities of religious organisations or individuals providing services directly to worshippers in churches, mosques, temples, synagogues or other places;activities of organisations furnishing monastery and convent services;religious retreat activities; This class also includes:  religious funeral service activities";"This class excludes:  education provided by such organisations, see division 85;health activities by such organisations, see division 86;social work activities by such organisations, see divisions 87, 88"
9499; Activities of other membership organisations n.e.c.;"This class includes:  activities of organisations (not directly affiliated to a political party) furthering a public cause or issue by means of public education, political influence, fund-raising etc.: citizens initiative or protest movements;environmental and ecological movements;organisations supporting community and educational facilities n.e.c.;organisations for the protection and betterment of special groups, e.g. ethnic and minority groups;associations for patriotic purposes, including war veterans' associations;associations intended to promote health, e.g. Samaritans;activities of associations for the protection of animals;consumer associations;activities of automobile associations (other than sports);activities of associations for the purpose of social acquaintanceship, e.g. rotary clubs, lodges;activities of associations of youth, e.g. scouts associations, young persons' associations, student associations, clubs and fraternities;activities of associations for the pursuit of a cultural or recreational activity or hobby (other than sports or games), e.g. poetry, literature and book clubs, historical clubs, gardening clubs, film and photo clubs, music and art clubs, craft and collectors' clubs, social clubs, carnival clubs; This class also includes:  grant giving activities by membership organisations or others;activities of philanthropic intermediaries and voluntarism promotion;international cooperation and solidarity activities;service activities to promote hunting and trapping";"This class excludes:  charitable activities like fund-raising aimed at social work, see 88.99;activities of professional artistic groups or organisations, see 90.1;activities of sports clubs, see 93.12;activities of sports federations, see 93.19;activities of professional membership organisations, see 94.12;activities of international organisations under international treaties between states, see 99.00"
9521; Repair and maintenance of consumer electronics;"This class includes repair and maintenance of consumer electronics:  repair of consumer electronics: television, radio receivers;audio and video players;household-type video cameras and photographic equipment;video game devices";
5223; Service activities incidental to air transportation;"This class includes:  activities related to air transport of passengers, animals or freight: operation of terminal facilities, e.g. airway terminals;airport and air-traffic-control activities;ground service activities on airfields etc.;ensuring safety at airfield infrastructure maintenance work;storage of aircrafts; This class also includes:  firefighting and fire-prevention services at airports";"This class excludes:  cargo handling, see 52.24;luggage and passenger inspection at airports, not by public authorities, see 80.01;luggage and passenger inspection at airports, by public authorities, see 84.24;operation of flying schools for professional pilots, see 85.32;operation of flying schools not issuing professional certificates and permits, see 85.53"
9313; Activities of fitness centres;"This class includes:  activities of fitness clubs;activities of yoga studios;activities of pilates studios;activities of tai chi studios; This class also includes:  instruction provided by fitness clubs, yoga studios and similar facilities";This class excludes:  sports instruction by individual teachers, trainers, see 85.51
0126; Growing of oleaginous fruits;"This class includes:  growing of oleaginous fruits, e.g.: coconuts;olives;oil palms";"This class excludes:  growing of soya beans, groundnuts and other oil seeds, see 01.11;growing of nuts for oil, e.g. walnuts, almonds, hazelnuts, pine nuts, pistachios, see 01.25"
9319; Sports activities n.e.c.;"This class includes:  activities of producers of sports events, with or without facilities;activities of individual own account sportsmen and athletes, referees, judges, timekeepers etc.- activities of individual own account participants of e-sports;activities of sports federations, sports leagues and sport governing bodies;activities related to promotion of sports events;activities of racing stables, kennels and garages;operation of sport fishing and hunting preserves;activities of mountain guides;support activities for sport or recreational hunting and fishing;operation of vertical, aerodynamic wind tunnels- activities related to training animals for sports or entertainment;organisation and operation of outdoor or indoor sports events for professionals or amateurs by organisations (not by sports clubs) without own facilities";"This class excludes:- broadcasting of live performances and events, see 60.20;rental of sports equipment, see 77.21- organisation of conferences, conventions and trade shows, see 82.30- activities of sport and game schools, see 85.51;activities of sports instructors, teachers, coaches, see 85.51- technical planning, supply, setting up and operation of audiovisual equipment and special effects associated with the organisation of artistic events, see 90.39- provision of personnel and equipment as part of the organisation and operation of a sports event (not by sports clubs) with own facilities, see 93.11;operation of e-sports clubs, see 93.12;organisation and operation of outdoor or indoor sports events for professionals or amateurs by sports clubs, see 93.12;technical planning, supply, setting up and operation of audiovisual equipment and special effects associated with the organisation of non-artistic events, see 93.29- park and beach activities, see 93.29"
5121; Freight air transport;"This class includes:  transport freight by air whether scheduled or not; This class also includes:  rental of air transport equipment with operator for the purpose of freight transportation";
9540; Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles;This class includes the intermediation of the repair and maintenance of computers, personal and household goods and motor vehicles and motorcycles by bringing clients and service providers together for a fee or commission, without the intermediary providing the services intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the client or the provider of the repair and maintenance service. Revenue for the intermediation activities can include other sources of income, e.g. revenues from sale of advertising space.;
0130; Plant propagation;"This class includes the production of all vegetative planting materials, including cuttings, suckers and seedlings for direct plant propagation or to create plant grafting stock into which selected scion is grafted for eventual planting to produce crops.This class includes:  growing of plants for planting;growing of plants for ornamental purposes, including turf for transplanting;growing of live plants for bulbs, tubers and roots; cuttings and slips; mushroom spawn;operation of tree nurseries, except forest tree nurseries";"This class excludes:  growing of plants for the purpose of seed production, see 01.1, 01.2;operation of forest tree nurseries, see 02.10"
9623; Day spa, sauna and steam bath activities;This class includes:  activities of Turkish baths, sauna and steam baths, day spas, solariums, reducing and slendering salons, etc.;"This class excludes:  physical well-being services as part of accommodation activity, see division 55;activities of medical massage therapists, see 86.95;activities of practitioners in the field of shiatsu, Thai massage, watsu, tuina qigong, see 86.99- activities of health, fitness and body-building clubs and facilities, see 93.13"
9630; Funeral and related activities;"This class includes:  burial and incineration of human or animal corpses and related activities: preparing the dead for burial or cremation and embalming and morticians' services;providing burial or cremation services;rental of equipped space in funeral parlours;rental or sale of graves;maintenance of graves and mausoleums";"This class excludes:  cemetery gardening, see 81.30;religious funeral service activities, see 94.91"
3811; Collection of non-hazardous waste;"This class includes:  collection of non-hazardous solid waste (i.e. garbage) within a local area from e.g. collection of waste from households and businesses by means of refuse bins, wheeled bins, containers, which may contain mixed recoverable materials;collection of recyclable materials (separated or not);collection of non-hazardous waste of animal or vegetal origin;collection of used cooking oils and fats;collection of refuse in public places;collection of yard waste; This class also includes:  collection of construction and demolition waste;collection and removal of debris;collection of waste output of industrial plants;operation of waste transfer facilities for non-hazardous waste";"This class excludes:  collection of sewage, see division 37;collection of hazardous waste, see 38.12;operation of facilities for sorting recoverable waste, see 38.2;operation of recovery facilities, see 38.2;operation of landfills for the disposal of non-hazardous waste and permanent storage of non-hazardous waste, see 38.32"
9522; Repair and maintenance of household appliances and home and garden equipment;"This class includes the repair and servicing household appliances and home and garden equipment:  repair and servicing of household appliances;refrigerators, stoves, washing machines, clothes dryers, room air conditioners, etc.;repair and servicing of home and garden equipment;lawnmowers, edgers, snow- and leaf-blowers, trimmers, etc.";This class excludes:  repair of handheld power tools and commercial refrigeration, see 33.12- repair of central air conditioning systems, see 43.22
3812; Collection of hazardous waste;"This class includes the collection of hazardous waste, e.g. explosive, oxidising, flammable toxic, irritant, carcinogenic, corrosive, infectious and other substances and preparations harmful for human health and environment. The activities may also include identification, treatment, packaging and labelling of waste for the purposes of transport.This class includes:  collection of hazardous waste, e.g.: used oil from ships or garages;paints and varnishes;bio-hazardous waste;hazardous waste of animal origin;nuclear waste;collection of expired pharmaceuticals;used batteries; This class also includes:  operation of waste transfer facilities for hazardous waste";"This class excludes:  collection of non-hazardous waste, see 38.11;operation of landfills for the disposal of hazardous waste and permanent storage of hazardous waste, see 38.32;remediation and clean up of contaminated buildings, mine sites, soil or ground water, e.g. asbestos removal, see 39.00"
9523; Repair and maintenance of footwear and leather goods;"This class includes repair and maintenance of footwear and leather goods:  repair of boots, shoes, luggage, etc.;fitting of heels";This class excludes:  activities of shoe shiners, see 96.99
4635; Wholesale of tobacco products;"This class includes:  wholesale of tobacco and smoking products and accessories, including lighters, pipes, cigarette rolling equipment etc.; This class also includes:  wholesale of electronic cigarettes (vapes)";This class excludes:  wholesale of e-liquids for electronic cigarettes, see 46.85
0121; Growing of grapes;This class includes:  growing of grapes for consumption or further production of wine, juice, vinegar and other dried fruit, e.g. raisins, zante currants, sultanas;"This class excludes:  manufacture of juice, see 10.32;manufacture of wine, see 11.02"
9531; Repair and maintenance of motor vehicles;"This class includes:  repair and maintenance of motor vehicles, including trailers and semi-trailers, e.g.: mechanical repairs;electrical repairs;electronic injection systems repair;ordinary servicing;bodywork repair;repair of motor vehicle parts;washing, polishing, etc.;spraying and painting;repair of screens and windows;repair of motor vehicle seats;mechatronics system repair and diagnostics services;repair, fitting or replacement service activities for tubes and tyres;anti-rust treatment;installation of parts and accessories not as part of the manufacturing process;repair and maintenance of non-military amphibious vehicles; This class also includes:  repair and maintenance of caravan and motorhome housing cells";"This class excludes:  retreading and rebuilding of tyres, see 22.11;fitting out services for caravans and motorhomes, see 29.20;repair of forklifts and agricultural tractors, see 33.12"
1102; Manufacture of wine from grape;"This class includes:  manufacture of wine of fresh grapes;manufacture of sparkling wine;manufacture of fortified wines;manufacture of wine from concentrated grape must; This class also includes:  blending, purification and bottling of wine;manufacture of low or non-alcoholic wine";"This class excludes:  manufacture of wine from raisins, see 11.03;merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
1107; Manufacture of soft drinks and bottled waters;"This class includes manufacture of non-alcoholic beverages (except non-alcoholic beer and wine):  production of natural mineral waters and other bottled waters;manufacture of soft drinks: non-alcoholic flavoured and/or sweetened waters: lemonade, orangeade, cola, fruit drinks, tonic waters etc.;manufacture of other non-alcoholic beverages, e.g. soya-based beverages; This class also includes:  manufacture of beverages produced with fruit nectars";"This class excludes:  production of fruit and vegetable juice, see 10.32;production of concentrates fruit nectars, see 10.32;manufacture of milk-based drinks, see 10.51;manufacture of coffee, tea and maté products, see 10.83;manufacture of alcohol-based drinks, see 11.01-11.05;manufacture of non-alcoholic wine, see 11.02;manufacture of non-alcoholic beer, see 11.05;manufacture of ice for food consumption, see 35.30;merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
9532; Repair and maintenance of motorcycles;"This class includes:  repair and maintenance of motorcycles;motorcycle and motorcycle equipment spraying and painting activities;bodywork repair on motorcycles;washing, polishing, etc. of motorcycles";This class excludes:  repair and maintenance of bicycles and e-bikes, see 95.29
1073; Manufacture of farinaceous products;"This class includes:  manufacture of pastas, e.g. macaroni and noodles, whether or not cooked or stuffed;manufacture of semolina (couscous)";"This class excludes:  manufacture of prepared meals and dishes based on pasta and of couscous dishes, see 10.85;manufacture of soup containing pasta, see 10.89"
1084; Manufacture of condiments and seasonings;"This class includes:  manufacture of spices, sauces and condiments: mayonnaise;mustard flour and meal;prepared mustard etc.;manufacture of vinegar; This class also includes:  processing of salt into food-grade salt, e.g. iodised salt;processing of condiments herbs, including drying, sorting, cleaning and cutting";This class excludes:  growing of spice crops, see 01.28
4645; Wholesale of perfume and cosmetics;This class includes:  wholesale of perfumes, cosmetics, soaps and toilet paper;
1089; Manufacture of other food products n.e.c.;"This class includes the manufacture of food products edible within a maximum of three days after production:  manufacture of soups and broths;manufacture of perishable prepared foods, e.g.: sandwiches;fresh (uncooked) pizza;manufacture of quiches and croque-monsieurs; This class also includes:  manufacture of yeast;manufacture of extracts and juices of meat, fish, crustaceans or molluscs;production of plant-based milk substitutes, e.g. coconut, rice, almond, soya drinks;manufacture of meat and cheese substitutes;manufacture of egg products, e.g. egg albumin;manufacture of artificial concentrates;processing of purchased natural honey;production of semi-finished products for ice cream and pastries;manufacture of pre-cooked instant soups and instant noodles;manufacture of artificial honey and caramel;manufacture of malt extracts and syrups;manufacture of insect meal and other insect-based preparations;manufacture of food supplements and other food products n.e.c.";"This class excludes:  manufacture of perishable prepared foods of fruit and vegetables, see 10.39;manufacture of tofu (bean curd), see 10.39;manufacture of frozen pizza, see 10.85;manufacture of spirits, beer, wine and soft drinks, see division 11;manufacture of vitamins, see 21.10"
8799; Other residential care activities n.e.c.;"This class includes the provision of residential care and assistance services for persons, except older persons and persons with disabilities, who are unable to fully care for themselves or who do not wish to live on their own.This class includes:  residential and social assistance activities provided on a round-the-clock basis to special categories of persons, but where medical treatment or education are not essential elements: orphanages;children's boarding homes and hostels;provision of residential services for homeless persons, refugees, immigrants etc.;other residential family support activitiesThe activities are usually carried out by government offices or private organisations.; This class also includes:  activities of: halfway group homes for persons with social or personal problems;halfway homes for delinquents and offenders;juvenile correction homes";"This class excludes:  funding and administration of compulsory social security programmes, see 84.30;activities of residential nursing care facilities, see 87.10;provision of residential nursing and rehabilitative services for persons living with or having a diagnosis of a mental illness, see 87.20- residential care activities for persons having a diagnosis of intellectual disability, see 87.20- residential care activities for the older persons or persons with physical disabilities, see 87.30;child day-care activities, see 88.91;adoption service activities, see 88.99"
4646; Wholesale of pharmaceutical and medical goods;"This class includes:  wholesale of pharmaceutical, medical and orthopaedic goods;wholesale of veterinary medicine;wholesale of corrective glasses, lenses and sunglasses;wholesale of medical and surgical instruments;wholesale of hospital equipment; This class also includes:  wholesale of non-corrective sunglasses";"This class excludes:  wholesale of health foods and diet products, see 46.38;wholesale of furniture for medical facilities and hospital, see 46.47"
3900; Remediation activities and other waste management service activities;"This class includes:  decontamination of soils and groundwater at the place of pollution, either in situ or ex situ, using e.g. mechanical, chemical or biological methods;decontamination of industrial plants or sites, including nuclear plants and sites;decontamination and cleaning up of surface water following accidental pollution, e.g. through collection of pollutants or through application of chemicals;cleaning up oil spills and other pollutions on land, in surface water, in ocean and seas, including coastal areas;asbestos, lead paint, and other toxic material abatement;clearing of landmines, etc., including detonation at the site;other specialised pollution-control activities;carbon capture activities;remediation of mining sites; This class also includes:  site remediation containment, control and monitoring services";"This class excludes:  pest control in agriculture, see 01.61;purification of water for water supply purposes, see 36.00;treatment of waste with recovery, see 38.2;treatment of waste for disposal, see 38.3;storage of captured carbon dioxide (CO2), see 38.32;civil engineering projects of rehabilitation of mining sites, see section F;outdoor sweeping and watering of streets, see 81.23"
4647; Wholesale of household, office and shop furniture, carpets and lighting equipment;"This class includes:  wholesale of furniture;wholesale of carpets;wholesale of lighting equipment;wholesale of mattresses and box springs; This class also includes:  wholesale of furniture for warehouses, churches, medical facilities, etc.";
8891; Child day-care activities;"This class includes:  day-care activities for children provided in private homes or day-care centres- after-school care activities; This class also includes:  day-care activities for children with disabilities";
4648; Wholesale of watches and jewellery;This class also includes:  wholesale of processed precious, natural, synthetic or reconstructed stones;"This class excludes:  wholesale of imitation jewellery, see 46.49;wholesale of raw precious stones, see 46.86;wholesale of unworked synthetic or reconstructed precious or semi-precious stones, see 46.86"
4641; Wholesale of textiles;"This class includes:  wholesale of yarn;wholesale of fabrics;wholesale of household linen etc.;wholesale of haberdashery: needles, sewing thread etc.;wholesale of parasols, tarpaulins, sails, parachutes, etc.";"This class excludes:  wholesale of clothing, see 46.42;wholesale of tents and sleeping bags, see 46.49;wholesale of textile fibres, see 46.86"
4642; Wholesale of clothing and footwear;"This class includes:  wholesale of clothing, including sports clothes;wholesale of clothing accessories, e.g. gloves, ties and braces;wholesale of footwear, including non-specialised sport footwear;wholesale of fur articles;wholesale of umbrellas; This class also includes:  wholesale of work clothes, uniforms, costumes";"This class excludes:  wholesale of jewellery, see 46.48;wholesale of leather goods, excluding clothing and footwear, see 46.49;wholesale of specialised sport footwear only used in the practice of a sport, e.g. ski boots, football shoes, skates, ballet shoes, see 46.49;wholesale of protective gear for motorcyclists, see 46.73"
9011; Literary creation and musical composition activities;"This class includes:  activities of individual writers, for all subjects, including fictional writing etc.;musical composition;texts and compositions writing on behalf of someone else;activities of scriptwriting;activities of journalists, whose content is published by a third party;activities of bloggers, whose content is published by a third party; This class also includes:- technical writing";"This class excludes:  (re)production, distribution of books and music, see section J;translators working for book editing, see 74.3- activities of independent musicians and actors participating in video and audiovisual content of all kinds, see 90.20"
4643; Wholesale of electrical household appliances;"This class includes:  wholesale of electrical household appliances;wholesale of radio and television equipment;wholesale of photographic and optical goods;wholesale of electrical heating and cooling appliances;wholesale of renewable heating equipment;wholesale of heating, ventilation and air conditioning (HVAC) equipment;wholesale of sewing machines of household type;wholesale of safety systems and alarms";"This class excludes:  wholesale of recorded media, see 46.49;wholesale of recordable media, see 46.50;wholesale of sewing machines other than household-type, see 46.64;wholesale of hardware, plumbing and heating equipment and supplies, see 46.84;wholesale of heating, ventilation and air conditioning (HVAC) equipment, for non-domestic use, see 46.84"
9012; Visual arts creation activities;"This class includes the activities of creation and production of works of the visual arts.This class includes:  activities of independent artists, e.g. sculptors, painters, cartoonists, calligraphers, engravers, etchers;digital forms of visual arts creation;creation of art featuring light installations";"This class excludes:  manufacture of statues, other than artistic originals, see 23.70;motion picture and video production, see 59.11, 59.12;operation of cinemas, see 59.14;photographic activities, see 74.20;activities of personal theatrical or artistic agents or agencies, see 74.99;casting activities, see 78.10;ticket reservation and sales activities for theatrical, sports and other amusement and entertainment, see 82.40;choreography activities, see 90.13;creation and presentation of light and sound shows, see 93.29"
1200; Manufacture of tobacco products;"This class includes:  manufacture of tobacco products and products of tobacco substitutes: cigarettes, fine cut tobacco, cigars, pipe tobacco, chewing tobacco, snuff;manufacture of homogenised or reconstituted tobacco; This class also includes:  stemming and redrying of tobacco";"This class excludes:  growing or preliminary processing of tobacco, see 01.15, 01.63;manufacture of electronic cigarette vapour liquids, including closed refills, see 20.59;manufacture of electronic cigarettes, see 32.99"
9013; Other arts creation activities;This class includes:  choreography activities;"This class excludes:  renovation, renewal, reconstruction and retrofitting of historical and archaeological sites and buildings, see section F;operation of museums of all kinds, see 91.2;repair of furniture not considered cultural heritage and non-historical, see 95.24"
4644; Wholesale of china and glassware and cleaning materials;"This class includes:  wholesale of china and glassware;wholesale of cleaning materials;wholesale of household utensils, crockery and pottery; This class also includes:  wholesale of cutlery";
4313; Test drilling and boring;This class includes:  test drilling, test boring and core sampling for construction, geophysical, geological or similar purposes;"This class excludes:  drilling of production oil or gas wells, see 06.10, 06.20;test drilling, associated with extraction of petroleum or gas, see 09.10;test drilling and boring support services, e.g. associated with mining activities, see 09.90;water well drilling, see 42.21;geothermal drilling, see 42.21;shaft sinking, see 43.50;oil and gas field exploration, geophysical, geological and seismic surveying, see 71.12"
9031; Operation of arts facilities and sites;"This class includes:  operation of arts facilities, e.g. concert, theatre halls, cultural centres- operation of arts facilities, which support artistic creation in visual arts; This class also includes:  operation of music venues, music clubs and similar facilities for live performances";"This class excludes:- retail sale of paintings and sculptures (activities of commercial art galleries), see 47.69;activities of bars, pubs and similar facilities, which may include the provision of live music and dance activities, but which predominantly serve beverages, see 56.30;operation of cinemas, see 59.14;ticket reservation and sales activities for theatrical, sports and other amusement and entertainment, see 82.40;operation of arts facilities for own ensemble, see 90.20;operation of museums of all kinds, see 91.21;operation of dance floors and ballrooms where beverage serving is not the main activity, see 93.29"
4324; Other construction installation;"This class includes the installation, repair and maintenance of equipment other than electrical, plumbing, heating and air-conditioning systems or industrial machinery in buildings and civil engineering structures.This class includes:  installation in buildings or other construction projects of: elevators, escalators, including stairlifts;automated and revolving doors;lightning conductors;vacuum cleaning systems;blinds and awnings- installation of fences, railings and fire escape staircases;installation of signs, whether illuminated or not;installation and replacement of locks;installation of automatic systems on buildings, e.g. for opening windows and doors; This class also includes:- installation of equipment for the personal safety of builders, e.g. to secure lifelines";This class excludes:  installation of industrial machinery, see 33.20
1020; Processing and preserving of fish, crustaceans and molluscs;"This class includes:  preparation and preservation of fish, crustaceans and molluscs: e.g. freezing, deep-freezing, drying, cooking, smoking, salting, immersing in brine, canning;production of fish, crustacean and mollusc products: fish fillets, roes, caviar, caviar substitutes etc.;production of fishmeal for human consumption or animal feed;production of meals and solubles from fish and other aquatic animals unfit for human consumption; This class also includes:  activities of factory vessels not engaged in fishing and only in the processing and preserving of fish;processing of seaweed;removing fish heads, gutting and cutting fish into pieces, and then freezing";"This class excludes:  processing and preserving of fish on vessels engaged in fishing, see 03.11;processing of whales on land or specialised vessels, see 10.11;production of oils and fats of fish and marine mammals, see 10.41;manufacture of prepared frozen fish dishes, see 10.85;manufacture of fish soups, see 10.89"
4311; Demolition;This class includes:  demolition, dismantling or wrecking of buildings and other structures;
4312; Site preparation;"This class includes:  clearing of building sites;earth moving, e.g. excavation, landfill, levelling , trench digging, blasting; This class also includes:  site preparation for mining;overburden removal and contouring of land at construction sites;building site drainage;drainage of agricultural or forestry land;site preparation for archaeological excavation";"This class excludes:  extraction of overburden at mine sites, see section B;drilling of production oil or gas wells, see 06.10, 06.20;test drilling, associated with extraction of petroleum or gas extraction, see 09.10;test drilling and boring support services, e.g. associated with mining activities, see 09.90;decontamination of soil, see 39.00;water well drilling, see 42.21;shaft sinking, see 43.50"
1051; Manufacture of dairy products;"This class includes:  manufacture of fresh liquid milk, pasteurised, sterilised, homogenised and/or ultra-heat treated;manufacture of milk-based drinks;manufacture of cream from fresh liquid milk, pasteurised, sterilised, homogenised;manufacture of dried or concentrated milk whether or not sweetened;manufacture of milk or cream in solid form;manufacture of butter;manufacture of yoghurt;manufacture of cheese and curd;refining and aging cheese;manufacture of whey;manufacture of casein or lactose;manufacture of lactose-free dairy products; This class also includes:  manufacture of milk kefir;manufacture of lactose and lactose syrup";"This class excludes:  production of raw milk of cattle, see 01.41;production of raw milk of sheep, goats, horses, asses, camels, etc., see 01.43, 01.44, 01.45;production of milk-based dietary drinks, see 10.86;production of dairy-based infant formulae, see 10.86;manufacture of non-dairy milk (e.g. plant-based milk) and cheese substitutes, see 10.89;manufacture of fruit kefir and water kefir, see 11.03"
1071;" Manufacture of bread; manufacture of fresh pastry goods and cakes";"This class includes:  manufacture of bakery products: bread and rolls;pastry, cakes, pies, tarts, pancakes, waffles etc.; This class also includes:  manufacture of pre-baked bread";"This class excludes:  manufacture of dry bakery products, see 10.72;manufacture of pastas, see 10.73;bake-off of pre-baked bread and rolls if linked to retail sale, see 47.24"
1072; Manufacture of rusks, biscuits, preserved pastries and cakes;"This class includes:  manufacture of rusks, biscuits and other dry bakery products;manufacture of preserved pastry goods, cakes and waffles;manufacture of snack products (cookies, crackers, pretzels etc.), whether sweet or salted; This class also includes:  manufacture of breadcrumbs, obtained by grinding toasted bread";This class excludes:  manufacture of potato snacks, see 10.31
4360; Intermediation service activities for specialised construction services;This class includes the intermediation for specialised construction services by bringing clients and service providers together for a fee or commission, without the intermediary providing the specialised construction services that are intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face, telephone, post, etc.). The fee or commission can be received from either the client or the provider of the specialised construction services. Revenue for the intermediation activities can include other sources of income, e.g. revenues from sale of advertising space.;
1042; Manufacture of margarine and similar edible fats;"This class includes:  manufacture of margarine;manufacture of melanges and similar spreads;manufacture of compound cooking fats";
4399; Other specialised construction activities n.e.c.;"This class includes:  construction activities specialising in one aspect common to different kind of structures, requiring specialised skill or equipment, n.e.c.: reinforcement steel bending activities, at the construction site;scaffolds and work platform erecting and dismantling;erection of construction site safety equipment;work with specialist access requirements necessitating climbing skills and the use of related equipment, e.g. working at height on tall structures;rental of cranes and other building equipment, which cannot be allocated to a specific construction type, with operator- repairing/restoring of reinforced concrete structures, e.g. beams, columns;erection of billboards or advertising columns;concreting works; This class also includes:  renovation, renewal, reconstruction and retrofitting of historical and archaeological sites and buildings";"This class excludes:  rental of scaffolds and work platforms, without erection and dismantling, see 77.32;rental of construction machinery and equipment without operator, see 77.32"
