,data,31001000000,31002000000,31003000000,31004000000,31005000000,31006000000,31009000000
2012-06-01,7001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-02,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-03,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-04,6066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-05,5378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-06,5010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-07,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-08,3781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-09,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-10,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-11,4162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-12,4829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-13,4009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-14,4012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-15,3955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-16,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-18,4401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-19,4060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-20,3562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-21,3746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-22,3595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
